id,userid,movieid,rate
16970,194,403,2
16971,194,404,3
16972,194,405,2
16973,194,410,3
16974,194,414,3
16975,194,417,2
16976,194,419,2
16977,194,423,3
16978,194,425,2
16979,194,427,4
16980,194,431,4
16981,194,432,4
16982,194,433,3
16983,194,435,4
16984,194,443,3
16985,194,449,1
16986,194,450,1
16987,194,451,2
16988,194,456,1
16989,194,465,3
16990,194,467,5
16991,194,470,3
16992,194,471,3
16993,194,474,4
16994,194,478,3
16995,194,479,3
16996,194,481,3
16997,194,482,3
16998,194,483,4
16999,194,485,3
17000,194,488,3
17001,194,491,3
17002,194,496,4
17003,194,498,3
17004,194,501,3
17005,194,502,4
17006,194,503,4
17007,194,504,2
17008,194,507,4
17009,194,509,3
17010,194,510,4
17011,194,511,4
17012,194,514,3
17013,194,515,4
17014,194,516,3
17015,194,517,3
17016,194,518,4
17017,194,519,4
17018,194,520,5
17019,194,521,4
17020,194,523,5
17021,194,526,4
17022,194,527,4
17023,194,529,4
17024,194,530,4
17025,194,540,1
17026,194,542,3
17027,194,546,3
17028,194,549,3
17029,194,550,3
17030,194,559,2
17031,194,562,2
17032,194,566,4
17033,194,568,2
17034,194,570,3
17035,194,575,1
17036,194,576,2
17037,194,580,4
17038,194,582,1
17039,194,588,4
17040,194,604,3
17041,194,616,3
17042,194,623,1
17043,194,624,2
17044,194,625,3
17045,194,628,3
17046,194,629,3
17047,194,631,2
17048,194,633,3
17049,194,636,2
17050,194,640,1
17051,194,642,2
17052,194,647,4
17053,194,648,4
17054,194,651,3
17055,194,654,2
17056,194,655,5
17057,194,657,4
17058,194,659,4
17059,194,660,3
17060,194,661,5
17061,194,663,4
17062,194,674,2
17063,194,679,2
17064,194,692,2
17065,194,693,4
17066,194,705,2
17067,194,708,3
17068,194,710,3
17069,194,712,3
17070,194,715,3
17071,194,720,2
17072,194,732,3
17073,194,735,4
17074,194,736,2
17075,194,737,4
17076,194,739,3
17077,194,744,3
17078,194,756,1
17079,194,762,3
17080,194,770,4
17081,194,780,2
17082,194,783,2
17083,194,790,1
17084,194,792,4
17085,194,808,2
17086,194,820,1
17087,194,837,4
17088,194,864,2
17089,194,871,2
17090,194,939,3
17091,194,941,2
17092,194,944,2
17093,194,946,3
17094,194,951,3
17095,194,971,3
17096,194,991,2
17097,194,997,3
17098,194,1011,3
17099,194,1041,2
17100,194,1044,2
17101,194,1045,2
17102,194,1058,2
17103,194,1066,3
17104,194,1091,3
17105,194,1093,3
17106,194,1107,3
17107,194,1112,3
17108,194,1183,2
17109,194,1206,1
17110,194,1207,1
17111,194,1220,3
17112,194,1408,1
17113,194,1409,2
17114,194,1410,2
17115,194,1411,1
17116,194,1412,2
17117,195,14,4
17118,195,46,3
17119,195,47,5
17120,195,55,4
17121,195,59,3
17122,195,60,3
17123,195,61,3
17124,195,67,2
17125,195,93,3
17126,195,99,3
17127,195,100,5
17128,195,109,3
17129,195,127,5
17130,195,132,5
17131,195,134,5
17132,195,135,5
17133,195,143,5
17134,195,152,3
17135,195,181,5
17136,195,186,3
17137,195,198,3
17138,195,213,4
17139,195,227,3
17140,195,234,5
17141,195,235,3
17142,195,242,4
17143,195,258,4
17144,195,264,3
17145,195,271,4
17146,195,276,4
17147,195,298,4
17148,195,304,4
17149,195,313,5
17150,195,325,2
17151,195,326,3
17152,195,358,2
17153,195,366,3
17154,195,373,3
17155,195,384,2
17156,195,386,2
17157,195,407,2
17158,195,413,3
17159,195,421,4
17160,195,431,3
17161,195,433,3
17162,195,451,5
17163,195,469,3
17164,195,477,2
17165,195,500,4
17166,195,507,4
17167,195,508,3
17168,195,558,3
17169,195,582,4
17170,195,591,4
17171,195,615,4
17172,195,636,2
17173,195,651,5
17174,195,678,3
17175,195,740,3
17176,195,748,2
17177,195,753,3
17178,195,771,2
17179,195,779,2
17180,195,797,3
17181,195,809,3
17182,195,823,4
17183,195,831,2
17184,195,841,2
17185,195,877,3
17186,195,887,4
17187,195,921,3
17188,195,982,2
17189,195,1013,3
17190,195,1030,2
17191,195,1084,4
17192,195,1089,4
17193,195,1193,4
17194,195,1228,1
17195,195,1315,4
17196,195,1407,2
17197,195,1413,2
17198,195,1414,2
17199,195,1415,1
17200,195,1416,2
17201,195,1417,3
17202,195,1418,4
17203,196,8,5
17204,196,13,2
17205,196,25,4
17206,196,66,3
17207,196,70,3
17208,196,94,3
17209,196,108,4
17210,196,110,1
17211,196,116,3
17212,196,153,5
17213,196,173,2
17214,196,202,3
17215,196,257,2
17216,196,269,3
17217,196,285,5
17218,196,286,5
17219,196,287,3
17220,196,340,3
17221,196,382,4
17222,196,411,4
17223,196,428,4
17224,196,580,2
17225,196,692,5
17226,196,762,3
17227,196,845,4
17228,196,1007,4
17229,196,1022,4
17230,196,1118,4
17231,196,1241,3
17232,197,2,3
17233,197,4,3
17234,197,11,1
17235,197,22,5
17236,197,29,3
17237,197,33,2
17238,197,38,3
17239,197,39,2
17240,197,50,5
17241,197,56,1
17242,197,62,2
17243,197,68,2
17244,197,79,5
17245,197,82,5
17246,197,89,5
17247,197,92,1
17248,197,127,5
17249,197,161,4
17250,197,172,5
17251,197,174,5
17252,197,176,5
17253,197,177,5
17254,197,181,5
17255,197,182,3
17256,197,183,5
17257,197,184,1
17258,197,187,5
17259,197,188,3
17260,197,190,3
17261,197,195,5
17262,197,210,5
17263,197,226,4
17264,197,227,3
17265,197,228,4
17266,197,230,4
17267,197,231,3
17268,197,232,4
17269,197,233,4
17270,197,241,3
17271,197,245,4
17272,197,258,4
17273,197,259,1
17274,197,265,5
17275,197,271,2
17276,197,272,4
17277,197,286,1
17278,197,288,3
17279,197,289,4
17280,197,294,4
17281,197,306,2
17282,197,307,3
17283,197,311,4
17284,197,313,4
17285,197,316,4
17286,197,321,3
17287,197,322,3
17288,197,323,3
17289,197,326,3
17290,197,328,4
17291,197,332,2
17292,197,333,2
17293,197,340,2
17294,197,344,4
17295,197,354,2
17296,197,362,4
17297,197,373,1
17298,197,385,2
17299,197,399,2
17300,197,403,3
17301,197,431,3
17302,197,435,5
17303,197,449,5
17304,197,510,5
17305,197,518,1
17306,197,526,5
17307,197,530,3
17308,197,538,3
17309,197,550,3
17310,197,554,4
17311,197,566,4
17312,197,568,4
17313,197,570,4
17314,197,576,4
17315,197,578,3
17316,197,586,3
17317,197,651,5
17318,197,665,4
17319,197,678,2
17320,197,679,1
17321,197,684,4
17322,197,690,3
17323,197,720,2
17324,197,748,3
17325,197,750,5
17326,197,751,3
17327,197,770,3
17328,197,779,2
17329,197,802,4
17330,197,808,3
17331,197,849,3
17332,197,879,4
17333,197,880,3
17334,197,895,3
17335,197,947,2
17336,197,1222,3
17337,197,1228,4
17338,197,1419,2
17339,197,1420,1
17340,198,1,4
17341,198,4,3
17342,198,6,2
17343,198,11,4
17344,198,15,3
17345,198,23,4
17346,198,24,2
17347,198,25,2
17348,198,27,2
17349,198,31,3
17350,198,33,3
17351,198,50,5
17352,198,51,3
17353,198,55,3
17354,198,56,5
17355,198,64,4
17356,198,65,2
17357,198,69,4
17358,198,70,3
17359,198,71,3
17360,198,73,3
17361,198,79,3
17362,198,81,5
17363,198,82,3
17364,198,89,5
17365,198,93,3
17366,198,95,3
17367,198,96,4
17368,198,97,3
17369,198,98,4
17370,198,101,5
17371,198,108,3
17372,198,117,1
17373,198,121,3
17374,198,122,1
17375,198,127,5
17376,198,128,3
17377,198,131,3
17378,198,132,4
17379,198,137,4
17380,198,143,3
17381,198,148,3
17382,198,151,4
17383,198,153,4
17384,198,154,4
17385,198,156,3
17386,198,161,3
17387,198,164,3
17388,198,168,4
17389,198,172,4
17390,198,173,4
17391,198,174,5
17392,198,175,3
17393,198,176,4
17394,198,180,3
17395,198,181,4
17396,198,182,4
17397,198,183,5
17398,198,184,3
17399,198,185,3
17400,198,186,5
17401,198,187,4
17402,198,188,5
17403,198,191,4
17404,198,193,4
17405,198,195,3
17406,198,196,3
17407,198,197,4
17408,198,198,4
17409,198,200,4
17410,198,201,3
17411,198,203,3
17412,198,204,3
17413,198,208,3
17414,198,210,4
17415,198,214,4
17416,198,215,4
17417,198,216,4
17418,198,217,4
17419,198,218,3
17420,198,222,3
17421,198,228,3
17422,198,229,3
17423,198,230,3
17424,198,237,2
17425,198,238,4
17426,198,241,3
17427,198,248,3
17428,198,249,2
17429,198,265,3
17430,198,276,3
17431,198,280,3
17432,198,291,2
17433,198,298,1
17434,198,300,2
17435,198,318,4
17436,198,323,2
17437,198,343,3
17438,198,356,3
17439,198,357,5
17440,198,367,3
17441,198,369,1
17442,198,381,3
17443,198,382,4
17444,198,385,3
17445,198,402,3
17446,198,403,4
17447,198,405,2
17448,198,410,1
17449,198,411,1
17450,198,423,3
17451,198,427,4
17452,198,428,4
17453,198,429,4
17454,198,431,3
17455,198,433,2
17456,198,434,3
17457,198,447,4
17458,198,455,3
17459,198,462,3
17460,198,470,3
17461,198,474,5
17462,198,475,4
17463,198,480,4
17464,198,501,4
17465,198,509,4
17466,198,511,4
17467,198,518,3
17468,198,526,4
17469,198,527,4
17470,198,531,5
17471,198,549,3
17472,198,559,3
17473,198,568,3
17474,198,581,3
17475,198,629,4
17476,198,631,3
17477,198,636,3
17478,198,640,3
17479,198,651,4
17480,198,652,3
17481,198,654,5
17482,198,655,4
17483,198,660,4
17484,198,673,3
17485,198,682,3
17486,198,684,3
17487,198,690,3
17488,198,692,2
17489,198,693,3
17490,198,707,2
17491,198,727,4
17492,198,746,4
17493,198,748,2
17494,198,763,3
17495,198,820,1
17496,198,823,2
17497,198,824,2
17498,198,871,1
17499,198,923,3
17500,198,939,3
17501,198,942,4
17502,198,959,3
17503,198,979,5
17504,198,1014,2
17505,198,1094,1
17506,198,1117,3
17507,198,1142,5
17508,198,1169,4
17509,198,1244,2
17510,198,1245,4
17511,199,1,1
17512,199,7,4
17513,199,9,5
17514,199,14,4
17515,199,93,4
17516,199,100,3
17517,199,111,3
17518,199,116,5
17519,199,117,3
17520,199,243,1
17521,199,259,1
17522,199,269,5
17523,199,276,4
17524,199,285,4
17525,199,286,5
17526,199,313,4
17527,199,323,3
17528,199,405,2
17529,199,408,5
17530,199,475,5
17531,199,508,4
17532,199,539,1
17533,199,687,1
17534,199,751,3
17535,199,813,3
17536,199,892,1
17537,199,948,1
17538,199,989,1
17539,199,1326,3
17540,199,1354,1
17541,200,1,5
17542,200,2,4
17543,200,7,4
17544,200,8,4
17545,200,9,4
17546,200,15,4
17547,200,22,4
17548,200,24,2
17549,200,25,4
17550,200,28,5
17551,200,29,4
17552,200,33,4
17553,200,38,3
17554,200,43,3
17555,200,45,3
17556,200,48,2
17557,200,50,5
17558,200,54,4
17559,200,56,4
17560,200,58,4
17561,200,62,5
17562,200,63,4
17563,200,68,5
17564,200,69,5
17565,200,71,4
17566,200,72,4
17567,200,79,5
17568,200,82,5
17569,200,88,4
17570,200,89,5
17571,200,91,4
17572,200,94,4
17573,200,95,5
17574,200,98,5
17575,200,99,5
17576,200,103,2
17577,200,107,3
17578,200,112,3
17579,200,117,5
17580,200,118,4
17581,200,121,5
17582,200,123,4
17583,200,125,5
17584,200,132,5
17585,200,135,4
17586,200,139,3
17587,200,140,4
17588,200,141,4
17589,200,143,5
17590,200,147,5
17591,200,148,4
17592,200,151,3
17593,200,161,4
17594,200,169,5
17595,200,172,5
17596,200,173,5
17597,200,174,5
17598,200,176,5
17599,200,177,4
17600,200,179,4
17601,200,183,5
17602,200,188,4
17603,200,191,5
17604,200,193,4
17605,200,195,5
17606,200,196,4
17607,200,202,5
17608,200,204,5
17609,200,205,4
17610,200,208,5
17611,200,210,5
17612,200,215,4
17613,200,218,5
17614,200,225,4
17615,200,226,4
17616,200,227,5
17617,200,228,5
17618,200,229,5
17619,200,230,5
17620,200,231,4
17621,200,234,4
17622,200,235,2
17623,200,239,3
17624,200,241,4
17625,200,243,3
17626,200,245,3
17627,200,258,4
17628,200,265,5
17629,200,276,5
17630,200,280,4
17631,200,282,4
17632,200,286,4
17633,200,288,5
17634,200,291,3
17635,200,294,4
17636,200,313,5
17637,200,323,3
17638,200,325,5
17639,200,357,5
17640,200,358,5
17641,200,363,3
17642,200,373,4
17643,200,378,5
17644,200,380,5
17645,200,385,5
17646,200,391,4
17647,200,392,5
17648,200,393,4
17649,200,401,2
17650,200,402,4
17651,200,405,3
17652,200,409,2
17653,200,410,3
17654,200,411,3
17655,200,419,4
17656,200,420,5
17657,200,423,5
17658,200,429,5
17659,200,431,5
17660,200,432,5
17661,200,443,5
17662,200,447,4
17663,200,449,5
17664,200,451,4
17665,200,455,3
17666,200,462,4
17667,200,465,4
17668,200,470,4
17669,200,472,4
17670,200,473,4
17671,200,483,5
17672,200,495,3
17673,200,496,5
17674,200,501,4
17675,200,509,4
17676,200,515,5
17677,200,523,4
17678,200,527,4
17679,200,528,4
17680,200,542,3
17681,200,546,3
17682,200,549,4
17683,200,552,4
17684,200,559,4
17685,200,560,4
17686,200,568,5
17687,200,570,4
17688,200,576,4
17689,200,578,5
17690,200,580,2
17691,200,582,4
17692,200,584,4
17693,200,586,4
17694,200,596,4
17695,200,597,4
17696,200,609,3
17697,200,622,3
17698,200,652,2
17699,200,660,3
17700,200,665,4
17701,200,674,4
17702,200,679,4
17703,200,685,4
17704,200,692,3
17705,200,717,4
17706,200,720,4
17707,200,739,4
17708,200,742,4
17709,200,743,3
17710,200,748,3
17711,200,755,5
17712,200,756,3
17713,200,758,3
17714,200,760,4
17715,200,768,4
17716,200,771,4
17717,200,802,4
17718,200,812,4
17719,200,820,3
17720,200,826,4
17721,200,831,4
17722,200,840,4
17723,200,841,3
17724,200,866,4
17725,200,890,4
17726,200,924,5
17727,200,929,4
17728,200,930,3
17729,200,931,3
17730,200,934,2
17731,200,951,5
17732,200,982,2
17733,200,984,3
17734,200,1028,2
17735,200,1033,2
17736,200,1034,3
17737,200,1049,3
17738,200,1060,3
17739,200,1073,3
17740,200,1091,4
17741,200,1139,3
17742,200,1217,4
17743,200,1219,3
17744,200,1228,4
17745,200,1411,3
17746,200,1419,5
17747,201,1,3
17748,201,2,2
17749,201,4,4
17750,201,7,3
17751,201,8,3
17752,201,9,3
17753,201,10,3
17754,201,11,4
17755,201,12,4
17756,201,15,3
17757,201,17,3
17758,201,20,2
17759,201,22,2
17760,201,23,4
17761,201,25,3
17762,201,26,4
17763,201,27,3
17764,201,28,3
17765,201,29,3
17766,201,31,1
17767,201,32,3
17768,201,33,4
17769,201,36,1
17770,201,37,2
17771,201,39,1
17772,201,42,4
17773,201,45,2
17774,201,46,4
17775,201,47,4
17776,201,48,3
17777,201,50,4
17778,201,51,2
17779,201,53,3
17780,201,55,4
17781,201,56,5
17782,201,57,4
17783,201,58,4
17784,201,59,4
17785,201,61,2
17786,201,62,1
17787,201,64,3
17788,201,65,4
17789,201,68,2
17790,201,69,2
17791,201,70,3
17792,201,71,3
17793,201,76,4
17794,201,77,2
17795,201,79,4
17796,201,81,1
17797,201,82,4
17798,201,86,4
17799,201,87,3
17800,201,89,3
17801,201,92,3
17802,201,93,5
17803,201,95,3
17804,201,96,4
17805,201,97,2
17806,201,98,4
17807,201,99,3
17808,201,100,4
17809,201,116,1
17810,201,117,2
17811,201,118,1
17812,201,121,2
17813,201,123,2
17814,201,124,3
17815,201,125,2
17816,201,127,5
17817,201,128,2
17818,201,129,4
17819,201,134,4
17820,201,137,4
17821,201,144,4
17822,201,145,3
17823,201,148,1
17824,201,150,4
17825,201,156,4
17826,201,157,4
17827,201,160,5
17828,201,164,3
17829,201,171,3
17830,201,172,5
17831,201,173,3
17832,201,174,3
17833,201,175,2
17834,201,176,4
17835,201,179,5
17836,201,180,3
17837,201,181,2
17838,201,182,4
17839,201,183,4
17840,201,184,3
17841,201,185,5
17842,201,186,3
17843,201,187,3
17844,201,188,4
17845,201,190,4
17846,201,191,4
17847,201,192,4
17848,201,193,3
17849,201,195,3
17850,201,196,4
17851,201,197,4
17852,201,198,4
17853,201,200,5
17854,201,201,4
17855,201,202,3
17856,201,204,4
17857,201,206,2
17858,201,207,3
17859,201,209,3
17860,201,210,2
17861,201,211,3
17862,201,212,4
17863,201,213,4
17864,201,215,2
17865,201,216,4
17866,201,217,3
17867,201,218,4
17868,201,221,3
17869,201,222,3
17870,201,223,4
17871,201,226,3
17872,201,227,4
17873,201,228,3
17874,201,230,3
17875,201,231,2
17876,201,232,2
17877,201,233,4
17878,201,234,5
17879,201,237,4
17880,201,238,3
17881,201,239,1
17882,201,240,3
17883,201,241,2
17884,201,242,4
17885,201,258,2
17886,201,260,4
17887,201,265,3
17888,201,268,4
17889,201,269,3
17890,201,271,4
17891,201,273,2
17892,201,275,4
17893,201,276,5
17894,201,281,2
17895,201,282,2
17896,201,284,3
17897,201,285,4
17898,201,286,2
17899,201,288,4
17900,201,289,2
17901,201,292,3
17902,201,302,4
17903,201,303,2
17904,201,304,2
17905,201,313,5
17906,201,315,3
17907,201,317,3
17908,201,318,5
17909,201,319,2
17910,201,321,3
17911,201,324,5
17912,201,325,5
17913,201,326,2
17914,201,331,4
17915,201,332,2
17916,201,333,2
17917,201,334,4
17918,201,340,5
17919,201,346,4
17920,201,357,4
17921,201,358,1
17922,201,366,2
17923,201,370,1
17924,201,375,3
17925,201,379,3
17926,201,380,1
17927,201,381,3
17928,201,385,2
17929,201,387,2
17930,201,396,3
17931,201,402,2
17932,201,403,3
17933,201,405,4
17934,201,406,1
17935,201,408,4
17936,201,413,3
17937,201,421,2
17938,201,423,4
17939,201,425,3
17940,201,431,1
17941,201,432,3
17942,201,435,4
17943,201,436,3
17944,201,438,1
17945,201,440,2
17946,201,441,1
17947,201,443,3
17948,201,447,5
17949,201,448,3
17950,201,452,1
17951,201,454,2
17952,201,455,3
17953,201,458,4
17954,201,461,4
17955,201,462,1
17956,201,464,1
17957,201,466,4
17958,201,467,2
17959,201,468,4
17960,201,469,4
17961,201,471,2
17962,201,473,3
17963,201,475,4
17964,201,479,4
17965,201,480,4
17966,201,482,4
17967,201,483,3
17968,201,505,3
17969,201,506,4
17970,201,508,4
17971,201,509,3
17972,201,511,3
17973,201,513,3
17974,201,514,3
17975,201,515,5
17976,201,518,4
17977,201,521,2
17978,201,527,3
17979,201,531,2
17980,201,537,3
17981,201,544,2
17982,201,546,2
17983,201,549,3
17984,201,551,1
17985,201,556,4
17986,201,558,2
17987,201,559,2
17988,201,563,1
17989,201,566,3
17990,201,567,3
17991,201,568,3
17992,201,578,2
17993,201,581,3
17994,201,582,5
17995,201,583,1
17996,201,587,4
17997,201,588,4
17998,201,589,3
17999,201,590,1
18000,201,591,3
18001,201,596,4
18002,201,597,2
18003,201,603,4
18004,201,607,4
18005,201,631,2
18006,201,636,2
18007,201,637,3
18008,201,640,4
18009,201,642,4
18010,201,644,3
18011,201,651,4
18012,201,654,3
18013,201,655,4
18014,201,656,4
18015,201,658,3
18016,201,660,3
18017,201,665,2
18018,201,667,2
18019,201,670,4
18020,201,672,2
18021,201,673,3
18022,201,676,2
18023,201,679,3
18024,201,682,3
18025,201,684,3
18026,201,685,3
18027,201,686,2
18028,201,692,3
18029,201,693,4
18030,201,697,4
18031,201,699,3
18032,201,702,1
18033,201,705,3
18034,201,708,4
18035,201,715,4
18036,201,729,2
18037,201,733,3
18038,201,735,3
18039,201,737,2
18040,201,747,2
18041,201,750,3
18042,201,751,3
18043,201,770,3
18044,201,772,5
18045,201,773,4
18046,201,774,1
18047,201,777,1
18048,201,789,3
18049,201,792,4
18050,201,800,2
18051,201,803,2
18052,201,806,3
18053,201,823,3
18054,201,825,1
18055,201,844,2
18056,201,847,2
18057,201,853,4
18058,201,855,4
18059,201,856,3
18060,201,886,1
18061,201,895,3
18062,201,896,3
18063,201,919,3
18064,201,923,3
18065,201,924,3
18066,201,943,3
18067,201,950,3
18068,201,955,3
18069,201,956,4
18070,201,962,4
18071,201,972,3
18072,201,980,3
18073,201,991,4
18074,201,1006,2
18075,201,1008,3
18076,201,1010,3
18077,201,1011,3
18078,201,1039,3
18079,201,1045,2
18080,201,1056,2
18081,201,1063,3
18082,201,1065,3
18083,201,1069,2
18084,201,1070,5
18085,201,1073,2
18086,201,1098,2
18087,201,1103,3
18088,201,1128,4
18089,201,1131,5
18090,201,1135,5
18091,201,1136,1
18092,201,1137,4
18093,201,1153,2
18094,201,1163,1
18095,201,1166,3
18096,201,1169,4
18097,201,1170,4
18098,201,1174,5
18099,201,1187,3
18100,201,1192,3
18101,201,1193,4
18102,201,1194,4
18103,201,1208,4
18104,201,1211,3
18105,201,1220,2
18106,201,1224,2
18107,201,1227,1
18108,201,1229,3
18109,201,1245,4
18110,201,1267,3
18111,201,1268,4
18112,201,1355,1
18113,201,1398,4
18114,201,1401,2
18115,201,1421,3
18116,201,1422,2
18117,201,1423,3
18118,201,1424,3
18119,201,1425,3
18120,201,1426,2
18121,201,1427,2
18122,201,1428,4
18123,202,1,3
18124,202,96,4
18125,202,179,1
18126,202,191,2
18127,202,195,4
18128,202,242,3
18129,202,269,4
18130,202,318,1
18131,202,481,1
18132,202,516,4
18133,203,1,3
18134,203,7,3
18135,203,24,4
18136,203,50,5
18137,203,100,1
18138,203,150,5
18139,203,151,4
18140,203,222,4
18141,203,237,3
18142,203,248,5
18143,203,250,4
18144,203,257,3
18145,203,258,3
18146,203,271,3
18147,203,276,4
18148,203,283,5
18149,203,288,5
18150,203,304,3
18151,203,323,3
18152,203,326,4
18153,203,458,3
18154,203,475,3
18155,203,477,4
18156,203,619,3
18157,203,628,4
18158,203,742,3
18159,203,744,2
18160,203,748,2
18161,203,815,4
18162,203,879,4
18163,203,890,2
18164,203,993,3
18165,203,1049,2
18166,204,1,2
18167,204,9,5
18168,204,12,4
18169,204,45,5
18170,204,146,3
18171,204,170,5
18172,204,242,5
18173,204,245,3
18174,204,259,2
18175,204,262,4
18176,204,268,3
18177,204,269,4
18178,204,288,3
18179,204,297,5
18180,204,300,3
18181,204,301,4
18182,204,302,5
18183,204,303,5
18184,204,304,3
18185,204,316,4
18186,204,318,5
18187,204,321,1
18188,204,322,3
18189,204,333,1
18190,204,336,1
18191,204,482,4
18192,204,874,3
18193,204,880,2
18194,204,1022,5
18195,204,1194,4
18196,204,1281,2
18197,204,1296,5
18198,205,242,4
18199,205,243,2
18200,205,268,2
18201,205,286,2
18202,205,294,3
18203,205,300,3
18204,205,315,4
18205,205,322,3
18206,205,328,3
18207,205,748,4
18208,205,875,2
18209,205,1025,1
18210,206,242,3
18211,206,258,4
18212,206,260,3
18213,206,262,1
18214,206,269,4
18215,206,272,5
18216,206,294,2
18217,206,300,1
18218,206,308,2
18219,206,309,2
18220,206,310,5
18221,206,313,5
18222,206,314,1
18223,206,315,5
18224,206,326,1
18225,206,332,3
18226,206,336,1
18227,206,337,2
18228,206,340,3
18229,206,343,1
18230,206,346,5
18231,206,359,1
18232,206,360,1
18233,206,361,1
18234,206,678,1
18235,206,682,3
18236,206,683,1
18237,206,690,2
18238,206,691,1
18239,206,748,4
18240,206,749,2
18241,206,750,3
18242,206,873,3
18243,206,882,1
18244,206,889,2
18245,206,891,2
18246,206,895,5
18247,206,896,4
18248,206,904,1
18249,206,990,1
18250,206,1022,1
18251,206,1024,1
18252,206,1062,3
18253,206,1175,1
18254,206,1176,1
18255,206,1233,1
18256,206,1313,1
18257,206,1395,1
18258,206,1429,1
18259,206,1430,1
18260,206,1431,1
18261,206,1432,1
18262,206,1433,1
18263,206,1434,1
18264,207,2,3
18265,207,3,2
18266,207,4,4
18267,207,5,3
18268,207,8,3
18269,207,9,4
18270,207,11,3
18271,207,12,3
18272,207,14,4
18273,207,15,4
18274,207,18,2
18275,207,22,3
18276,207,23,4
18277,207,25,4
18278,207,28,4
18279,207,33,2
18280,207,38,3
18281,207,42,4
18282,207,45,3
18283,207,53,1
18284,207,55,3
18285,207,56,4
18286,207,59,4
18287,207,60,3
18288,207,64,5
18289,207,65,3
18290,207,69,4
18291,207,70,3
18292,207,73,3
18293,207,79,4
18294,207,82,3
18295,207,87,4
18296,207,88,2
18297,207,92,2
18298,207,96,3
18299,207,98,4
18300,207,100,2
18301,207,111,3
18302,207,117,3
18303,207,121,3
18304,207,125,4
18305,207,127,5
18306,207,129,3
18307,207,131,3
18308,207,133,4
18309,207,134,4
18310,207,135,2
18311,207,137,3
18312,207,143,4
18313,207,144,3
18314,207,150,3
18315,207,153,5
18316,207,154,2
18317,207,156,2
18318,207,158,3
18319,207,160,2
18320,207,161,4
18321,207,170,4
18322,207,171,3
18323,207,173,3
18324,207,174,4
18325,207,175,1
18326,207,177,3
18327,207,179,4
18328,207,180,3
18329,207,181,3
18330,207,182,3
18331,207,183,2
18332,207,185,4
18333,207,186,4
18334,207,187,5
18335,207,188,3
18336,207,191,4
18337,207,192,3
18338,207,194,4
18339,207,195,3
18340,207,196,4
18341,207,197,4
18342,207,202,3
18343,207,203,3
18344,207,204,3
18345,207,205,4
18346,207,208,4
18347,207,210,3
18348,207,211,5
18349,207,216,5
18350,207,223,3
18351,207,224,3
18352,207,226,2
18353,207,233,3
18354,207,237,4
18355,207,238,2
18356,207,239,3
18357,207,241,3
18358,207,242,4
18359,207,245,3
18360,207,248,3
18361,207,255,3
18362,207,265,3
18363,207,269,4
18364,207,273,4
18365,207,276,2
18366,207,281,3
18367,207,282,4
18368,207,284,3
18369,207,286,2
18370,207,290,2
18371,207,291,3
18372,207,293,2
18373,207,294,3
18374,207,298,3
18375,207,302,4
18376,207,313,4
18377,207,316,5
18378,207,317,4
18379,207,319,3
18380,207,322,3
18381,207,328,2
18382,207,357,5
18383,207,367,3
18384,207,385,3
18385,207,393,4
18386,207,410,3
18387,207,411,3
18388,207,414,2
18389,207,423,4
18390,207,428,4
18391,207,433,3
18392,207,435,4
18393,207,458,3
18394,207,461,3
18395,207,462,3
18396,207,468,4
18397,207,470,3
18398,207,471,3
18399,207,475,2
18400,207,483,5
18401,207,508,4
18402,207,509,4
18403,207,514,4
18404,207,515,5
18405,207,517,3
18406,207,520,4
18407,207,521,4
18408,207,524,4
18409,207,526,4
18410,207,527,4
18411,207,529,4
18412,207,531,4
18413,207,535,3
18414,207,538,2
18415,207,540,3
18416,207,546,3
18417,207,554,2
18418,207,562,2
18419,207,566,4
18420,207,568,4
18421,207,576,3
18422,207,580,3
18423,207,597,3
18424,207,609,4
18425,207,628,3
18426,207,631,2
18427,207,642,3
18428,207,655,4
18429,207,660,4
18430,207,684,3
18431,207,685,3
18432,207,692,3
18433,207,696,3
18434,207,712,4
18435,207,716,3
18436,207,722,3
18437,207,735,4
18438,207,742,4
18439,207,746,4
18440,207,748,3
18441,207,754,4
18442,207,756,2
18443,207,763,3
18444,207,787,3
18445,207,792,2
18446,207,805,3
18447,207,810,2
18448,207,826,2
18449,207,827,3
18450,207,832,3
18451,207,841,3
18452,207,847,3
18453,207,849,3
18454,207,864,3
18455,207,866,3
18456,207,871,5
18457,207,875,2
18458,207,978,3
18459,207,986,3
18460,207,993,3
18461,207,997,1
18462,207,1012,3
18463,207,1023,3
18464,207,1028,3
18465,207,1046,4
18466,207,1049,3
18467,207,1098,4
18468,207,1102,3
18469,207,1118,3
18470,207,1147,4
18471,207,1170,2
18472,207,1197,4
18473,207,1225,3
18474,207,1226,2
18475,207,1242,5
18476,207,1272,3
18477,207,1283,4
18478,207,1331,3
18479,207,1333,3
18480,207,1350,2
18481,207,1378,3
18482,207,1435,2
18483,207,1436,3
18484,208,56,2
18485,208,66,4
18486,208,70,3
18487,208,86,2
18488,208,97,4
18489,208,186,4
18490,208,194,5
18491,208,208,4
18492,208,211,5
18493,208,310,4
18494,208,367,2
18495,208,371,5
18496,208,381,3
18497,208,393,4
18498,208,402,4
18499,208,428,4
18500,208,435,5
18501,208,517,3
18502,208,523,4
18503,208,524,4
18504,208,739,4
18505,208,781,3
18506,208,996,3
